price,charges,surface,disposition,address,district
31901,5629,52,UNDEFINED,"Svitákova, Praha - Stodůlky",Praha-Stodůlky
24000,3300,46,DISP_2_KK,"Biskupcova, Praha - Žižkov",Praha-Žižkov
19490,0,64,DISP_1_KK,"Nad Výšinkou, Praha - Smíchov",Praha-Smíchov
22000,4000,61,DISP_2_1,"Kubánské náměstí, Praha - Vršovice",Praha-Vršovice
28400,3600,43,DISP_2_KK,"Jeřabinová, Praha - Motol",Praha-Motol
20990,0,53,DISP_2_KK,"Františka Diviše, Praha - Uhříněves",Praha-Uhříněves
15000,5000,36,DISP_1_KK,"Libeř - Libeň u Libeře, Středočeský kraj",Libeř
53132,9376,45,UNDEFINED,"Michelská d, Praha - Michle",Praha-Michle
45900,8200,109,DISP_4_KK,"Walterovo náměstí, Praha - Jinonice",Praha-Jinonice
15600,2000,24,DISP_1_KK,"Bulharská, Praha - Vršovice",Praha-Vršovice
19800,0,52,DISP_2_KK,"Trnkovo náměstí, Praha - Hlubočepy",Praha-Hlubočepy
19000,4000,59,DISP_2_KK,"Františka Diviše, Praha - Uhříněves",Praha-Uhříněves
22000,600,75,DISP_2_1,"Valčíkova, Praha - Libeň",Praha-Libeň
108064,50500,100,UNDEFINED,"U Milosrdných, Praha - Staré Město",Praha-Staré Město
19500,4000,41,DISP_1_KK,"Vrátnická, Praha - Modřany",Praha-Modřany
29530,5211,45,UNDEFINED,"Petřínská, Praha - Malá Strana",Praha-Malá Strana
18000,4500,36,DISP_1_KK,"Milánská, Praha - Horní Měcholupy",Praha-Horní Měcholupy
28953,5109,36,UNDEFINED,"Zbraslavská, Praha - Malá Chuchle",Praha-Malá Chuchle
30258,5340,30,UNDEFINED,"Hartigova, Praha - Žižkov",Praha-Žižkov
20500,4500,48,DISP_2_1,"Ke Strašnické, Praha - Strašnice",Praha-Strašnice
24700,4300,55,DISP_2_KK,"Komornická, Praha - Dejvice",Praha-Dejvice
20000,1000,44,DISP_2_KK,"Čistovická, Praha - Řepy",Praha-Řepy
13500,0,100,DISP_4_KK,"K Horoměřicům, Praha - Suchdol",Praha-Suchdol
20000,2500,21,DISP_1_KK,"Hartigova, Praha - Žižkov",Praha-Žižkov
23500,6000,55,DISP_2_KK,"Hartigova, Praha - Žižkov",Praha-Žižkov
16000,4500,33,DISP_2_KK,"Černého, Praha - Střížkov",Praha-Střížkov
18200,0,33,DISP_1_KK,"Českomoravská, Praha - Libeň",Praha-Libeň
22000,5171,52,DISP_2_KK,"Mattioliho, Praha - Záběhlice",Praha-Záběhlice
18000,4000,35,DISP_1_KK,"U Stojanu, Praha - Chodov",Praha-Chodov
51870,20469,43,UNDEFINED,"Americká, Praha - Vinohrady",Praha-Vinohrady
13990,0,33,DISP_1_KK,"Poděbradská, Praha - Vysočany",Praha-Vysočany
22000,3500,58,DISP_2_KK,"Arabská, Praha - Vokovice",Praha-Vokovice
24990,0,73,DISP_3_KK,"Nevanova, Praha - Řepy",Praha-Řepy
29900,2400,72,DISP_2_1,"V Kolkovně, Praha - Staré Město",Praha-Staré Město
24000,6700,62,DISP_1_KK,"Novobohdalecká, Praha - Michle",Praha-Michle
14490,0,26,DISP_1_KK,"Peroutkova, Praha - Jinonice",Praha-Jinonice
238692,42122,117,UNDEFINED,"Do Chuchle, Praha - Slivenec",Praha-Slivenec
19490,0,45,DISP_2_1,"Na Petřinách, Praha - Střešovice",Praha-Střešovice
17500,3800,37,DISP_1_KK,"Pod Viaduktem, Praha - Stodůlky",Praha-Stodůlky
24891,4392,50,UNDEFINED,"Hartigova, Praha - Žižkov",Praha-Žižkov
24000,5990,60,DISP_2_1,"Pod dálnicí, Praha - Michle",Praha-Michle
80000,9000,250,DISP_7_1,"Trojanova, Praha - Nové Město",Praha-Nové Město
17500,2631,35,DISP_1_KK,"Gerstelova, Praha - Vysočany",Praha-Vysočany
23000,4510,47,DISP_2_KK,"Čenětická, Praha - Chodov",Praha-Chodov
18000,5000,36,DISP_1_KK,"Chlebovická, Praha - Letňany",Praha-Letňany
18000,4000,34,DISP_1_KK,"Počernická, Praha - Malešice",Praha-Malešice
28900,6000,73,DISP_3_1,"Tuchorazská, Praha - Malešice",Praha-Malešice
16000,3000,33,DISP_1_KK,"Sládkovičova, Praha - Krč",Praha-Krč
19000,3500,33,DISP_1_KK,"U Tesly, Praha - Hloubětín",Praha-Hloubětín
23900,4500,48,DISP_2_KK,"V Stráni, Praha - Košíře",Praha-Košíře
15000,0,32,DISP_1_KK,"Přímá, Praha - Smíchov",Praha-Smíchov
19900,3600,33,DISP_1_KK,"Dačického, Praha - Nusle",Praha-Nusle
28909,5102,37,UNDEFINED,"Kolbenova, Praha - Vysočany",Praha-Vysočany
46330,8176,25,UNDEFINED,"Varšavská, Praha - Vinohrady",Praha-Vinohrady
15000,2460,28,DISP_1_KK,"Mattioliho, Praha - Záběhlice",Praha-Záběhlice
26000,5700,57,DISP_2_KK,"Piskáčkových, Praha - Vysočany",Praha-Vysočany
21490,0,50,DISP_2_1,"Herálecká I, Praha - Krč",Praha-Krč
30000,2500,94,DISP_2_KK,"Navrátilova, Praha - Nové Město",Praha-Nové Město
16490,0,35,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
46727,8246,40,UNDEFINED,"Veletržní, Praha - Bubeneč",Praha-Bubeneč
29500,5000,95,DISP_3_KK,"U Včely, Praha - Zbraslav",Praha-Zbraslav
13000,3500,32,DISP_1_1,"Varnsdorfská, Praha - Střížkov",Praha-Střížkov
25000,4000,42,DISP_2_1,"Zengrova, Praha - Dejvice",Praha-Dejvice
15400,0,32,DISP_1_KK,"Mattioliho, Praha - Záběhlice",Praha-Záběhlice
19900,4500,43,DISP_1_KK,"V Třešňovce, Praha - Hrdlořezy",Praha-Hrdlořezy
19990,0,41,DISP_2_KK,"Pelušková, Praha - Kyje",Praha-Kyje
21000,4600,35,DISP_1_KK,"Poděbradská, Praha - Vysočany",Praha-Vysočany
30802,5436,0,UNDEFINED,"Poděbradská, Praha - Vysočany",Praha-Vysočany
27000,3500,89,DISP_3_1,"Libáňská, Praha - Horní Počernice",Praha-Horní Počernice
26000,1500,48,DISP_2_KK,"Biskupcova, Praha - Žižkov",Praha-Žižkov
17490,5000,33,DISP_1_KK,"Zahradníčkova, Praha - Košíře",Praha-Košíře
38000,6000,80,DISP_3_KK,"V Cibulkách, Praha - Košíře",Praha-Košíře
30000,9300,77,DISP_3_KK,"Pod Hliništěm, Praha - Kobylisy",Praha-Kobylisy
19990,0,52,DISP_2_KK,"Na Císařce, Praha - Smíchov",Praha-Smíchov
29500,6000,78,DISP_3_KK,"Láskova, Praha - Chodov",Praha-Chodov
81264,14341,65,UNDEFINED,"U Staré sokolovny, Praha - Vršovice",Praha-Vršovice
21900,4500,49,DISP_1_KK,"U Zátiší, Praha - Hodkovičky",Praha-Hodkovičky
26990,0,93,DISP_3_1,"Velká skála, Praha - Troja",Praha-Troja
20000,4000,35,DISP_1_1,"Na Petynce, Praha - Střešovice",Praha-Střešovice
31990,0,68,DISP_3_KK,"Vokáčova, Praha - Michle",Praha-Michle
26376,12326,60,UNDEFINED,"U Sluncové, Praha - Karlín",Praha-Karlín
30541,5390,41,UNDEFINED,"Kouřimská, Praha - Vinohrady",Praha-Vinohrady
47548,8391,49,UNDEFINED,"U Okrouhlíku c, Praha - Smíchov",Praha-Smíchov
19000,4000,44,DISP_2_KK,"U Jezera, Praha - Stodůlky",Praha-Stodůlky
30906,5454,44,UNDEFINED,"Zbraslavská, Praha - Malá Chuchle",Praha-Malá Chuchle
21990,5500,35,DISP_2_KK,"Na Jarově, Praha - Žižkov",Praha-Žižkov
59000,11000,190,DISP_5_1,"U Dvojdomů, Praha - Hostivař",Praha-Hostivař
36500,4500,50,DISP_2_KK,"Horská, Praha - Nové Město",Praha-Nové Město
19000,2499,37,DISP_1_1,"Bořivojova, Praha - Žižkov",Praha-Žižkov
34000,5000,81,DISP_3_KK,"Belgická, Praha - Vinohrady",Praha-Vinohrady
20990,0,48,DISP_2_KK,"Baranova, Praha - Žižkov",Praha-Žižkov
25000,4000,46,DISP_2_KK,"Pod Harfou, Praha - Vysočany",Praha-Vysočany
29299,13694,29,UNDEFINED,"Slavíkova, Praha - Žižkov",Praha-Žižkov
33000,3000,39,DISP_2_KK,"Bořivojova, Praha - Žižkov",Praha-Žižkov
23990,0,54,DISP_2_1,"Na Petřinách, Praha - Břevnov",Praha-Břevnov
20000,5000,43,DISP_1_KK,"U Hranic, Praha - Strašnice",Praha-Strašnice
23500,980,52,DISP_2_KK,"Jana Zajíce, Praha - Bubeneč",Praha-Bubeneč
18000,4000,43,DISP_2_KK,"Firkušného, Praha - Uhříněves",Praha-Uhříněves
16500,3335,40,DISP_1_KK,"Miroslava Hajna, Praha - Letňany",Praha-Letňany
20000,3100,36,DISP_1_KK,"Bukačova, Praha - Vysočany",Praha-Vysočany
16000,1600,50,DISP_1_1,"Sokolovská, Praha - Vysočany",Praha-Vysočany
18900,4100,30,DISP_1_KK,"Molákova, Praha - Karlín",Praha-Karlín
29000,5000,42,DISP_2_KK,"Sarajevská, Praha - Vinohrady",Praha-Vinohrady
28000,5693,66,DISP_2_KK,"Cholupická, Praha - Kamýk",Praha-Kamýk
28900,169,60,DISP_2_KK,"Mukařovského, Praha - Stodůlky",Praha-Stodůlky
114980,53877,125,UNDEFINED,"Krocínova, Praha - Staré Město",Praha-Staré Město
27500,5581,49,DISP_2_KK,"Na Pomezí, Praha - Košíře",Praha-Košíře
22500,4800,58,DISP_2_KK,"Tvrdého, Praha - Letňany",Praha-Letňany
25000,5000,55,DISP_2_KK,"Kafkova, Praha - Dejvice",Praha-Dejvice
19900,4500,33,DISP_1_KK,"Zálesí, Praha - Krč",Praha-Krč
22800,4000,42,DISP_2_KK,"Werichova, Praha - Hlubočepy",Praha-Hlubočepy
32900,5000,71,DISP_4_KK,"V Nových Bohnicích, Praha - Bohnice",Praha-Bohnice
32900,5000,105,DISP_3_KK,"Pod Zahrady, Přezletice - Přezletice, Středočeský kraj",Přezletice
46917,23254,79,UNDEFINED,"Polská, Praha - Vinohrady",Praha-Vinohrady
21900,3200,36,DISP_1_KK,"Odkolkova, Praha - Vysočany",Praha-Vysočany
20000,4540,40,DISP_1_KK,"Budovcova, Praha - Žižkov",Praha-Žižkov
24000,2800,29,DISP_1_KK,"Krymská, Praha - Vršovice",Praha-Vršovice
90774,38649,72,UNDEFINED,"Americká, Praha - Vinohrady",Praha-Vinohrady
14990,0,17,DISP_1_KK,"Radlická, Praha - Smíchov",Praha-Smíchov
12000,2200,25,GARSONIERA,"Hvozdíková, Praha - Záběhlice",Praha-Záběhlice
17500,3260,28,DISP_1_KK,"K Barrandovu, Praha - Hlubočepy",Praha-Hlubočepy
38000,9300,90,DISP_4_KK,"Generála Šišky, Praha - Modřany",Praha-Modřany
21000,2500,46,DISP_2_KK,"Oldřichova, Praha - Nusle",Praha-Nusle
22000,5000,47,DISP_2_KK,"Slávy Horníka, Praha - Košíře",Praha-Košíře
50142,8848,40,UNDEFINED,"Dlážděná, Praha - Nové Město",Praha-Nové Město
20900,4100,38,DISP_2_KK,"Holečkova, Praha - Košíře",Praha-Košíře
26990,0,73,DISP_3_KK,"Klapálkova, Praha - Chodov",Praha-Chodov
54776,9666,120,UNDEFINED,"Šmilovského, Praha - Vinohrady",Praha-Vinohrady
28000,5200,72,DISP_3_1,"Šiškova, Praha - Kobylisy",Praha-Kobylisy
19000,4300,55,DISP_2_KK,"Bartoškova, Praha - Nusle",Praha-Nusle
24000,5578,60,DISP_2_1,"Čimelická, Praha - Lhotka",Praha-Lhotka
17000,3331,28,DISP_1_KK,"Zakšínská, Praha - Střížkov",Praha-Střížkov
29566,5218,35,UNDEFINED,"Dvacátého osmého pluku, Praha - Vršovice",Praha-Vršovice
22500,3000,43,DISP_2_KK,"Fibichova, Praha - Žižkov",Praha-Žižkov
18000,3400,60,DISP_2_KK,"Rostislavova, Praha - Nusle",Praha-Nusle
25569,4512,82,UNDEFINED,"Kosatcová, Praha - Záběhlice",Praha-Záběhlice
38806,6848,60,UNDEFINED,"Tyršova, Praha - Nové Město",Praha-Nové Město
26000,5000,46,DISP_2_KK,"Arnošta Valenty, Praha - Černý Most",Praha-Černý Most
27955,4933,22,UNDEFINED,"Kubánské náměstí, Praha - Vršovice",Praha-Vršovice
32678,14318,34,UNDEFINED,"Bulharská, Praha - Vršovice",Praha-Vršovice
19000,800,40,DISP_2_KK,"Strančická, Praha - Strašnice",Praha-Strašnice
18000,4000,50,DISP_2_KK,"Dvořákova, Říčany - Říčany u Prahy, Středočeský kraj",Říčany
38194,6740,30,UNDEFINED,"Řehořova, Praha - Žižkov",Praha-Žižkov
24500,5000,56,DISP_3_KK,"Vratislavská, Praha - Bohnice",Praha-Bohnice
23000,5000,50,DISP_3_KK,"Kloboučnická, Praha - Nusle",Praha-Nusle
20000,3700,56,DISP_2_KK,"Plzeňská, Praha - Smíchov",Praha-Smíchov
22800,4500,77,DISP_3_KK,"Za Hotelem, Nupaky - Nupaky, Středočeský kraj",Nupaky
36569,6453,40,UNDEFINED,"Olgy Havlové, Praha - Žižkov",Praha-Žižkov
24000,6000,49,DISP_2_KK,"Musílkova, Praha - Košíře",Praha-Košíře
121551,21450,112,UNDEFINED,"Rybná, Praha - Staré Město",Praha-Staré Město
31000,2300,91,DISP_3_KK,"Na Křivce, Praha - Michle",Praha-Michle
21000,3700,50,DISP_2_KK,"Levá, Praha - Podolí",Praha-Podolí
13000,1500,21,GARSONIERA,"Bělohorská, Praha - Břevnov",Praha-Břevnov
19300,4500,47,DISP_2_KK,"Holandská, Praha - Vršovice",Praha-Vršovice
22900,169,27,DISP_1_KK,"Mukařovského, Praha - Stodůlky",Praha-Stodůlky
33000,9000,105,DISP_3_KK,"Skloněná, Praha - Vysočany",Praha-Vysočany
22490,0,76,DISP_3_KK,"Herlíkovická, Praha - Kbely",Praha-Kbely
47981,22458,112,UNDEFINED,"Ostrovní, Praha - Nové Město",Praha-Nové Město
23000,3300,54,DISP_2_KK,"Symfonická, Praha - Stodůlky",Praha-Stodůlky
26500,6500,63,DISP_2_KK,"U Uranie, Praha - Holešovice",Praha-Holešovice
54465,9611,110,UNDEFINED,"Kováříkova, Praha - Hlubočepy",Praha-Hlubočepy
26900,6000,53,DISP_2_KK,"Viklefova, Praha - Žižkov",Praha-Žižkov
18490,0,45,DISP_2_KK,"Za dvorem, Praha - Krč",Praha-Krč
23990,1650,55,DISP_2_KK,"Sokolovská, Praha - Libeň",Praha-Libeň
19000,4000,47,DISP_2_KK,"Ohradní, Praha - Michle",Praha-Michle
24800,5000,78,DISP_3_KK,"Hošťálkova, Praha - Břevnov",Praha-Břevnov
25000,5000,52,DISP_2_KK,"Ondrákové, Praha - Hlubočepy",Praha-Hlubočepy
22900,6700,60,DISP_2_KK,"Ke Strašnické, Praha - Strašnice",Praha-Strašnice
44289,7816,46,UNDEFINED,"Svatoslavova, Praha - Nusle",Praha-Nusle
29000,4100,56,DISP_3_KK,"Hodonínská, Praha - Michle",Praha-Michle
20000,4120,54,DISP_2_KK,"Michelská, Praha - Michle",Praha-Michle
14265,6431,86,UNDEFINED,"Přemyslovská, Praha - Vinohrady",Praha-Vinohrady
41586,22620,70,UNDEFINED,"U Rajské zahrady, Praha - Žižkov",Praha-Žižkov
28990,0,43,DISP_2_KK,"V háji, Praha - Holešovice",Praha-Holešovice
25000,6644,79,DISP_3_1,"Kpt. Stránského, Praha - Černý Most",Praha-Černý Most
23990,0,48,DISP_2_KK,"Hrušovická, Praha - Kbely",Praha-Kbely
36309,16387,34,UNDEFINED,"Kurta Konráda, Praha - Libeň",Praha-Libeň
26490,0,68,DISP_3_1,"Krynická, Praha - Troja",Praha-Troja
13000,3000,49,DISP_2_1,"Křižíkova, Praha - Karlín",Praha-Karlín
24990,0,54,DISP_2_KK,"Na Zámyšli, Praha - Košíře",Praha-Košíře
22000,5000,53,DISP_2_1,"Chodovická, Praha - Horní Počernice",Praha-Horní Počernice
23800,7000,50,DISP_2_KK,"Na Vysočanských vinicích, Praha - Vysočany",Praha-Vysočany
32000,1000,83,DISP_2_1,"Dětská, Praha - Strašnice",Praha-Strašnice
20000,2500,43,DISP_2_KK,"Okrajní, Praha - Strašnice",Praha-Strašnice
43355,7651,102,UNDEFINED,"Xaveriova, Praha - Smíchov",Praha-Smíchov
17877,8650,15,DISP_1_KK,"Na Zátorách, Praha - Holešovice",Praha-Holešovice
16500,5500,30,DISP_2_KK,"Čestmírova, Praha - Nusle",Praha-Nusle
25000,0,25,DISP_1_KK,"Jana Masaryka, Praha - Vinohrady",Praha-Vinohrady
22000,6000,50,DISP_2_KK,"Poděbradská, Praha - Vysočany",Praha-Vysočany
19000,5000,55,DISP_1_KK,"Sídlištní, Praha - Lysolaje",Praha-Lysolaje
37000,8500,114,DISP_4_KK,"Ondrákové, Praha - Hlubočepy",Praha-Hlubočepy
42361,7476,20,UNDEFINED,"Nuselská, Praha - Michle",Praha-Michle
16500,5000,31,DISP_1_KK,"Za Strašnickou vozovnou, Praha - Strašnice",Praha-Strašnice
15500,3500,33,DISP_1_KK,"Českomoravská, Praha - Libeň",Praha-Libeň
37830,6676,20,UNDEFINED,"Plzeňská, Praha - Smíchov",Praha-Smíchov
10505,7800,17,DISP_1_KK,"Na Zátorách, Praha - Holešovice",Praha-Holešovice
42190,22107,79,UNDEFINED,"Polská, Praha - Vinohrady",Praha-Vinohrady
14787,2610,19,UNDEFINED,"Ďáblická, Praha - Dejvice",Praha-Dejvice
25888,4568,22,UNDEFINED,"Těšnov, Praha - Nové Město",Praha-Nové Město
26988,4763,25,UNDEFINED,"Kubánské náměstí, Praha - Vršovice",Praha-Vršovice
40633,7170,53,UNDEFINED,Praha - Karlín,Praha-Karlín
22000,6500,54,DISP_2_KK,"Saarinenova, Praha - Hloubětín",Praha-Hloubětín
19900,4300,47,DISP_1_1,"U Balabenky, Praha - Libeň",Praha-Libeň
54814,9673,66,UNDEFINED,"Marie Cibulkové, Praha - Nusle",Praha-Nusle
17490,0,34,DISP_1_KK,"Českomoravská, Praha - Libeň",Praha-Libeň
24400,1000,48,DISP_2_KK,"Werichova, Praha - Hlubočepy",Praha-Hlubočepy
25000,1500,46,DISP_2_KK,"Kafkova, Praha - Dejvice",Praha-Dejvice
19000,4800,45,DISP_2_KK,"Bulharská, Praha - Vršovice",Praha-Vršovice
15600,3000,23,DISP_1_KK,"Kralická, Praha - Strašnice",Praha-Strašnice
15000,2800,25,DISP_1_KK,"Vokovická, Praha - Vokovice",Praha-Vokovice
22990,0,77,DISP_3_1,"Dědinova, Praha - Chodov",Praha-Chodov
31028,14036,30,UNDEFINED,"V Háji, Praha - Holešovice",Praha-Holešovice
12000,3000,24,DISP_1_KK,"Přemyšlenská, Praha - Kobylisy",Praha-Kobylisy
36000,6000,80,DISP_3_1,"Voroněžská, Praha - Vršovice",Praha-Vršovice
21000,6500,64,DISP_2_KK,"Petržílkova, Praha - Stodůlky",Praha-Stodůlky
25400,2990,52,DISP_2_KK,"Blahníkova, Praha - Žižkov",Praha-Žižkov
28500,4664,65,DISP_2_KK,"Lanžhotská, Praha - Zličín",Praha-Zličín
17500,2500,22,DISP_1_KK,"U Průhonu, Praha - Holešovice",Praha-Holešovice
30000,5500,72,DISP_2_KK,"Novákových, Praha - Libeň",Praha-Libeň
23500,2500,48,DISP_2_KK,"Žerotínova, Praha - Žižkov",Praha-Žižkov
17500,2500,50,DISP_2_1,"V Břízkách, Praha - Košíře",Praha-Košíře
27900,4400,49,DISP_2_KK,"Odkolkova, Praha - Vysočany",Praha-Vysočany
22000,4500,59,DISP_1_KK,"Náměstí Na Balabence, Praha - Libeň",Praha-Libeň
42000,4500,101,DISP_4_KK,"U Nádražní lávky, Praha - Karlín",Praha-Karlín
19900,3600,35,DISP_1_KK,"Pechmanových, Praha - Vysočany",Praha-Vysočany
25000,6600,57,DISP_3_1,"Havlovská, Praha - Dejvice",Praha-Dejvice
17500,2000,28,DISP_1_KK,"Omská, Praha - Vršovice",Praha-Vršovice
70026,32778,65,UNDEFINED,"Masná, Praha - Staré Město",Praha-Staré Město
23000,5500,68,DISP_3_1,"Přímětická, Praha - Michle",Praha-Michle
45000,14000,98,DISP_3_KK,"U Sluncové, Praha - Karlín",Praha-Karlín
28500,4500,58,DISP_2_KK,"Odkolkova, Praha - Vysočany",Praha-Vysočany
26000,6934,56,DISP_2_KK,"Waltariho, Praha - Hloubětín",Praha-Hloubětín
26000,3000,50,DISP_2_KK,"Sudoměřská, Praha - Žižkov",Praha-Žižkov
21000,2500,35,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
27000,1500,55,DISP_2_KK,"Vinohradská, Praha - Vinohrady",Praha-Vinohrady
20990,0,33,DISP_1_1,"Heřmanova, Praha - Holešovice",Praha-Holešovice
27000,5000,57,DISP_2_KK,"Piskáčkových, Praha - Vysočany",Praha-Vysočany
14000,4500,33,DISP_1_KK,"Panuškova, Praha - Krč",Praha-Krč
20990,0,33,DISP_2_KK,"Ovčí hájek, Praha - Stodůlky",Praha-Stodůlky
17000,5500,34,DISP_1_1,"Roháčova, Praha - Žižkov",Praha-Žižkov
21000,4000,29,DISP_1_1,"Voroněžská, Praha - Vršovice",Praha-Vršovice
21500,2500,45,DISP_2_KK,"Svatoslavova, Praha - Nusle",Praha-Nusle
14490,0,30,DISP_1_KK,"Šestajovická, Praha - Hloubětín",Praha-Hloubětín
30906,5454,40,UNDEFINED,"Zbraslavská, Praha - Malá Chuchle",Praha-Malá Chuchle
17772,3136,117,UNDEFINED,"Americká, Praha - Vinohrady",Praha-Vinohrady
22000,3500,53,DISP_2_KK,"Mochovská, Praha - Hloubětín",Praha-Hloubětín
17000,4000,42,DISP_1_1,"Hennerova, Praha - Motol",Praha-Motol
26000,7000,80,DISP_2_KK,"Vrbenského, Praha - Holešovice",Praha-Holešovice
76077,35552,80,UNDEFINED,"Dušní, Praha - Josefov",Praha-Josefov
28000,6500,74,DISP_3_KK,"Remízková, Praha - Újezd u Průhonic",Praha-Újezd u Průhonic
17990,0,32,DISP_1_KK,"Oktábcových, Praha - Vysočany",Praha-Vysočany
24800,4682,50,DISP_2_KK,"Biskupcova, Praha - Žižkov",Praha-Žižkov
21000,2000,35,GARSONIERA,"Cimburkova, Praha - Žižkov",Praha-Žižkov
18900,2500,32,DISP_1_KK,"Na Zámyšli, Praha - Košíře",Praha-Košíře
23500,5000,57,DISP_2_1,"28. pluku, Praha - Vršovice",Praha-Vršovice
22999,4000,27,DISP_1_KK,"Bělehradská, Praha - Vinohrady",Praha-Vinohrady
34000,5500,57,DISP_2_KK,"Varšavská, Praha - Vinohrady",Praha-Vinohrady
35000,4500,108,DISP_3_1,"Sartoriova, Praha - Břevnov",Praha-Břevnov
15500,5460,35,DISP_2_KK,"Vodňanského, Praha - Břevnov",Praha-Břevnov
103742,18307,125,UNDEFINED,"V Kolkovně, Praha - Staré Město",Praha-Staré Město
25000,6005,53,DISP_2_KK,"Michelangelova, Praha - Strašnice",Praha-Strašnice
23500,4250,72,DISP_2_1,"Srbínská, Praha - Strašnice",Praha-Strašnice
24000,1000,50,DISP_2_KK,"Ondříčkova, Praha - Žižkov",Praha-Žižkov
238692,42122,107,UNDEFINED,"Do Chuchle, Praha - Slivenec",Praha-Slivenec
22500,5700,64,DISP_3_1,"Bojasova, Praha - Kobylisy",Praha-Kobylisy
15000,3600,22,DISP_1_KK,"Sportovní, Praha - Vršovice",Praha-Vršovice
22800,1900,45,DISP_2_KK,"Novákových, Praha - Libeň",Praha-Libeň
24000,7865,61,DISP_2_1,"Na Šťáhlavce, Praha - Dejvice",Praha-Dejvice
27000,3900,60,DISP_2_1,"Lublaňská, Praha - Vinohrady",Praha-Vinohrady
26000,5800,84,DISP_3_1,"Holečkova, Praha - Smíchov",Praha-Smíchov
36000,8000,74,DISP_2_KK,"Pod Kaštany, Praha - Bubeneč",Praha-Bubeneč
22000,4500,61,DISP_2_KK,"Užocká, Praha - Vršovice",Praha-Vršovice
23490,0,80,DISP_3_1,"Volkova, Praha - Černý Most",Praha-Černý Most
27000,3373,50,DISP_2_KK,"Rejskova, Praha - Vinohrady",Praha-Vinohrady
27000,1000,60,DISP_2_1,"5. května, Praha - Nusle",Praha-Nusle
17900,5300,47,DISP_2_KK,"Okružní, Praha - Komořany",Praha-Komořany
15800,3600,29,DISP_1_KK,"Drahobejlova, Praha - Libeň",Praha-Libeň
26800,5048,53,DISP_2_KK,"Kafkova, Praha - Dejvice",Praha-Dejvice
19000,3000,34,DISP_1_KK,"Modrého, Praha - Hloubětín",Praha-Hloubětín
28000,4200,90,DISP_4_1,"Dětská, Praha - Strašnice",Praha-Strašnice
36000,6000,94,DISP_3_KK,"V Třešňovce, Praha - Hrdlořezy",Praha-Hrdlořezy
21000,4400,35,DISP_1_KK,"Gerstelova, Praha - Vysočany",Praha-Vysočany
25000,7300,63,DISP_3_KK,"Tererova, Praha - Chodov",Praha-Chodov
25935,4577,53,UNDEFINED,"Arabská, Praha - Vokovice",Praha-Vokovice
23000,7855,66,DISP_3_1,"Jažlovická, Praha - Chodov",Praha-Chodov
17000,3000,49,DISP_1_1,"Hradeckých, Praha - Nusle",Praha-Nusle
39007,6883,34,UNDEFINED,"Svatoslavova, Praha - Nusle",Praha-Nusle
24000,7000,73,DISP_2_1,"Sokolovská, Praha - Libeň",Praha-Libeň
25490,0,59,DISP_2_KK,"Domalípova, Praha - Hloubětín",Praha-Hloubětín
23000,3600,45,DISP_2_KK,"Ve Struhách, Praha - Bubeneč",Praha-Bubeneč
24000,5500,52,DISP_2_KK,"Křižíkova, Praha - Karlín",Praha-Karlín
33716,104849,34,UNDEFINED,"Kurta Konráda, Praha - Libeň",Praha-Libeň
25500,3900,75,DISP_2_1,"Zenklova, Praha - Libeň",Praha-Libeň
21000,800,32,DISP_1_KK,"Podskalská, Praha - Nové Město",Praha-Nové Město
21000,750,47,DISP_1_1,"Jana Želivského, Praha - Žižkov",Praha-Žižkov
30000,9400,70,DISP_2_KK,"Olšanská, Praha - Žižkov",Praha-Žižkov
15800,2500,24,DISP_1_KK,"Na Dolinách, Praha - Nusle",Praha-Nusle
23000,2200,80,DISP_3_KK,"Korunní, Praha - Vinohrady",Praha-Vinohrady
19500,3000,32,DISP_1_KK,"28. pluku, Praha - Vršovice",Praha-Vršovice
28813,5085,21,UNDEFINED,"Bulharská, Praha - Vršovice",Praha-Vršovice
27000,4300,66,DISP_1_KK,"Březenská, Praha - Libeň",Praha-Libeň
22000,4700,54,DISP_3_KK,"Peštukova, Praha - Veleslavín",Praha-Veleslavín
21000,4700,54,DISP_2_KK,"Chotěšovská, Praha - Letňany",Praha-Letňany
30258,5340,85,UNDEFINED,"Pod Štěpem, Praha - Hostivař",Praha-Hostivař
21000,3900,45,DISP_1_KK,"Kettnerova, Praha - Stodůlky",Praha-Stodůlky
27000,5000,56,DISP_2_KK,"Chodská, Praha - Vinohrady",Praha-Vinohrady
16490,0,26,DISP_1_KK,"Stočesova, Praha - Ruzyně",Praha-Ruzyně
22000,3800,50,DISP_1_1,"Rooseveltova, Praha - Bubeneč",Praha-Bubeneč
16490,0,33,DISP_1_KK,"Poděbradská, Praha - Hloubětín",Praha-Hloubětín
19990,0,36,DISP_2_KK,"Nádražní, Praha - Hlubočepy",Praha-Smíchov
24000,4800,48,DISP_1_1,"Laubova, Praha - Vinohrady",Praha-Vinohrady
22900,2901,54,DISP_2_KK,"Pod Lipami, Praha - Žižkov",Praha-Žižkov
31000,9000,74,DISP_3_KK,"Kettnerova, Praha - Stodůlky",Praha-Stodůlky
52415,9250,55,UNDEFINED,"V Třešňovce, Praha - Hrdlořezy",Praha-Hrdlořezy
